title,location,minimum_qual,preferred_qual,responsibilities,education&experience
Siri - Machine Learning Engineer / Scientist,"Santa Clara Valley (Cupertino), California, United States","Strong machine learning background in speech and/or language/text/dialogue processing field
In-depth hands-on experience in deep learning
Strong software engineering abilities, ideally C++ and/or Java and/or Python
Passion for building research demo prototypes and turning them into production quality design/implementation
Experience in deep machine learning and related toolkits, e.g. Tensorflow, PyTorch etc. a big plus
Experience in speaker recognition and related technologies is a plus
Curious about new technologies and passionate about exploring new use cases",,"The Siri Speech team is looking for exceptional individuals to extend the core technology that let Siri understand, learn, and remember. You will be part of a cross-functional team consisting of software engineers as well as machine learning engineers/scientists and having a large impact on the Siri product. This is a unique opportunity to apply machine learning and deep learning techniques at the intersection of various areas such as speech recognition, natural language processing, multi-modal, TTS and dialogue management. You should be creative, proactive, and ready to communicate and collaborate with multiple teams.","B.S. or M.S. or Ph.D. degree in Computer Science, or equivalent experience"
Natural Language Processing Data Scientist (Chinese/Japanese),"Santa Clara Valley (Cupertino), California, United States","Proficiency in Python
Experience in distributed data processing technologies such as Spark / Hadoop / Map Reduce
Proficiency in writing efficient code
Strong communication skills
Able to work collaboratively within a wider team and detail oriented
Native fluency in Chinese or Japanese
Experience in NLP or machine learning is a plus",,"The Natural Language Processing Group is looking for a data engineer to design and develop tools and infrastructures for data processing, statistical data analysis, data visualization, and error analysis. You will be a key member of a team that is responsible for delivering the natural language intelligence behind Chinese and Japanese keyboard input on Apple’s platforms and will work closely with software engineers and machine learning experts to extract insights from data. You will have an opportunity to build products that delight millions of customers every single day.",BS in Computer Science or an equivalent field
Big Data Database Engineer,"Austin, Texas, United States","Strong hands-on experience in any of NoSQL technology (like Couchbase, Cassandra) and BigData technology (Like Spark, Hadoop)
You have experience with Couchbase as a data store technology
Hands-on experience with web development in any of the following languages: Python, Go, C#, JavaScript (Node.jc, Angularjs)
Strong knowledge of application-profiling and performance-tuning
Proficient in an IDE and framework, e.g., Eclipse, NetBeans, IntelliJ, JMeter
Good in depth understanding of the Linux in term of debugging tools and performance tuning
Strong working knowledge of Linux kernel, multi-process, multi-thread and time critical environments
Familiar with source control systems, e.g., SVN, git
Experience with using and/or developing open source software is a plus.
Contributing to data modeling and understanding of migration from RDBMS to NO SQL database
Experience working with large volumes of data and be able to focus on orchestration, automation, and monitoring of services in any environment
Configuring and leading a variety of internally developed and third-party applications and services, across multiple environments
Continuously deploying software into a cloud-based platform using tools such as Jenkins, Docker, and Kubernetes
Collaborate with developers and other partners to triage and resolve technical and user issues
Ability to accurately estimate software development tasks given a set of requirements and assumptions
Self-motivation to work under minimal supervision
Communicate complex technical solutions in clear, concise and easily readable format to both technical and non-technical personnel
Support the development of fellow team members on a professional and technical level
Participates in a 24/7 on-call rotation","Languages: In-Depth, Hands-On JAVA, PYTHON
Tools: JVM Tuning tools, OS Performance and Debugging, Kibana, Xpack","This position requires a passionate individual who likes large scale challenges and innovate on complex tasks. Who has the ability to think out of the box creatively to come up with different technology solutions or architectures to meet business requirement. Please have your resume highlighting the value added by you in terms of performance, efficiency, business challenges solved, money saved etc. This role requires ability to work independently on live production performance issues working with different teams. As a Software Engineer you will be developing new platform Services to solve Apple’s Business needs in an efficient and economical way. This will require dealing with large scale data, automation, replication as a Service across different data stores and apps.",BS/MS in Computer Science or Equivalent
Siri - Sr. iOS Engineer - Platform,"Santa Clara Valley (Cupertino), California, United States","Ability to apply Computer Science fundamentals (basic algorithms and data structures) to real world problems
Proficiency in Objective-C or C++
API design skills that translate into simple and easy to use interfaces for colleagues and customers
Proven ability to implement and debug multi-threaded software
Practical understanding of network protocols and communications frameworks
Excellent problem solving, critical thinking, and communication skills","-Experience building Objective-C or Swift interfaces to high-performance systems
-Prior experience building frameworks and libraries for other engineers
-Hands-on experience with data replication and synchronization","Siri's ability to answer your requests is enabled by speedy and efficient delivery of customer behavior data from customers’ devices to our services and storage systems. Customer behavior data enables machine learning systems and strategic decision making. In this role, you will work on the client frameworks and protocol for logging behavioral data, invent novel mechanisms for data storage and representation, identify inefficiencies and architect solutions for sending behavioral data from hundreds of millions of devices to the Siri service.","BS in Computer Science, other technical degree or meaningful work experience"
Computer Vision/Machine Learning Engineer,"Zurich, Zurich, Switzerland","In depth understanding of Machine Learning principles
A scientific mindset and approach to problem solving
Excellent programming skills in Python
Excellent communication and teamwork skills
Good understanding of 2D and 3D computer graphics and vision
Experience in working on larger scale projects with good software development principles
Willingness to pick up novel tasks and acquire novel skills
Fluency in English is required",Experience in the industry is a plus,"The candidate will be working on next generation video and image analysis projects in our computer vision research and development team in Zurich, combining modern machine learning approaches with geometric knowledge from computer vision. Our work is focused on real-time performance and finds its way into the whole range of future Apple products. We are improving existing technology as well as developing completely new approaches to enhance the way we interact with devices. Because we integrate tightly with the hardware platform and even influence its design we are able to create products that are extremely fast, power efficient, and accurate.","PhD or Masters in computer science, computer vision, computer graphics, machine learning, or equivalent."
Display Technology Electrical Engineer,"Santa Clara Valley (Cupertino), California, United States","Passionate about new technologies, especially display technologies.
Has deep fundamentals on EE Analog/Digital circuits.
Strong theoretic analysis capability and characterization/modeling experience.
Strong hands-on experimental ability w/ prototyping experience.
Experience with FPGA and software/algorithm is a plus.
Good communication and leadership skills to work with multiple Apple and Vendor teams.",,"- Architect display EE of the new technologies by conducting fundamental studies w/ understanding of the panel behavior and human perception.  
- Define detailed Display EE specs interfacing the TFT glass, ICs, software/ firmware and test/calibration.  
- Demonstrate creativity in problem solving, ability to think out-of-box, and come up to speed quickly in new technical areas.
- Work with display EE component and panel vendors to develop new TFT interfaces, and tackle electrical & optical related issues.  
- Analyze the trade-offs between performance, manufacturability and cost.  
- Promote innovation and new technology to further improve Apple's display performance and user experience.","Normally requires a PhD degree in Electrical Engineering, or MSEE degree plus minimum 5 years work experience."
Advanced Manufacturing Engineer,"Santa Clara Valley (Cupertino), California, United States","Required Experience:
• 5+ years of experience and BS or MS in ME.
• NX10 or other industrial standard Mechanical CAD software.
• Previous automation fixture design experience.
• Hands-on troubleshooting.
• Process optimization concepts (eg. Just-in-time)
• Statistical data analysis (Six sigma)
• Excellent verbal/written communication skills.
• Flexible and capable of handling multi-task operations.","Desired Experience:
• Pneumatics and PLC Controller Programming
• Python, SQL Database, RFID, Teamcenter, LabView, Matlab, NX UG, Six Sigma, Minitab or JMP
• Experience with Denso/Mitsubishi or other 6-axis robots, Keyence or Cognex CCD/laser components","Your role will consist of:
• Crafting assembly fixtures for factory assembly stations focusing on fixture automation.
• Required to understand and build tolerance analysis for parts and assemblies
• Selecting critical components in fixture design for optimal alignment and
assembly performance such as pick and place robots, CCD vision systems, and
pneumatic actuators.
• Leading technical design reviews and fabrication process to meet fixture
validation before build events.
• Keeps abreast of all meaningful technical trends and developments and
incorporates them in appropriate assignments
• Lead design firms to deliver fixtures per our specifications.
• Provide on site support at the factory for fixture bring-up / tweaking to ensure
line readiness and support station owners.
• Qualify mass-production vendors for fixture duplication.
• Travel to the machine supplier and contract manufacturer for equipment bring-
up, qualification, acceptance testing and support during build events
• Up to 35% international travel is required. There may be peak times.","Bachelors Degree, Masters or MBA are considered a plus."
EHS Chemical Management Program Manager,"Santa Clara Valley (Cupertino), California, United States","Chemical Engineering background or Chemical Management experience in a Supply Chain or EHS role
10 or more years experience in the development, implementation and operation of:
Chemical logistics (shipping, receiving, transport, warehousing)
Chemical review and approval processes
Chemical safety and management programs
Hazardous waste, DOT/IATA compliance and emergency response teams
Hazard identification, risk assessment and risk mitigation control development
Incident response and investigation
Chemical management software applications
POSSESS THE SKILLS AND ABILITY TO PERFORM:
EHS Global Chemical Management Program development and implementation
EHS permitting and regulatory compliance monitoring
Workplace safety and compliance inspections
EHS Training development and delivery
Management of personnel and contractors
Additional skills and experience in the following areas are desirable
Supply Chain Management experience or certification
Strong Project Management Skills
Significant experience with US Federal, State, Local and International regulatory agencies for facility level chemical management regulatory compliance, regulatory inspections and incident reporting
Ability to build positive relationships with Apple internal functions, including Facilities, Project Management, Legal, Security and business group leadership.
Experience with technical, intensive R&D environments
Willingness to potentially support a 24 hour emergency response on-call rotation",,"This position will help define, implement and manage a Chemical Logistics and EHS Chemical Management Program to ensure chemical - related safety and environmental protection and compliance are maintained at Apple facilities globally. Major areas of responsibility include:  Definition of the entire chemical life cycle at Apple
Chemical Management System development including supporting software systems
Collaboration with chemical logistics suppliers for delivery, off-site storage and internal transport of chemicals
Support EHS Partners and internal customers on chemical SOPs and training
Coordinate with hazardous waste management team
Participate in hazardous materials emergency response programs
Lead chemical EHS compliance inspections","BA or BS program in a relevant EHS discipline (e.g. Chemical Engineering, Industrial Hygiene), Master’s degree preferred.
Professional Engineer, Certified Industrial Hygienist or Certified Safety Professional preferred
10-15 years broad-based EHS experience, with special emphasis on chemical management, process safety, and risk assessment / control.
Be dependable and reliable – follow-up quickly and consistently
Demonstrate a positive and approachable demeanor
Actively practice collaboration, working within the organization and throughout other parts of the company to achieve results
Take initiative and challenge the status quo
Deliver more than the customer expects
Ability to handle ambiguity
Drive for results
We promote innovation and new technology to further improve our creative output. Dynamic, smart people and inspiring, innovative technologies are the norm here. You will be part of building an extraordinary team. We're looking for a talented and passionate person to join this amazing team, if you feel this is you, we'd love to hear from you."
Firmware Engineer,"Herzliya, Israel","The ideal candidate will have at least 5+ years of real time embedded experience -design and implementation
Must have strong coding skills in C
Strong design and analytical skills
Self-motivated and pro-active with demonstrated creative thinking capabilities
Leadership and excellent verbal and written communication skills
Ability to manage multiple tasks and prioritise work to meet deadlines.
Experience in firmware system developed to closely work with underlying SoC
Experience in wireless MAC layer implementation – Major advantage",,"Your responsibilities in this role are likely to include: 
Take part in complex FW design sessions (detailed designs involving System understanding).
Provide HLD and LLD documentation of central SW modules.
Lead coding of complex FW modules.
Debug complicated (system-wide) bugs.
Lead HW-SW integrations.
The people who work here have reinvented and defined entire industries with our products and services. The same passion for innovation also applies to our practices — strengthening our commitment to leave the world better than we found it. You should join us if you want to help deliver the next amazing Apple product.",B.Sc/ M.Sc in EE/CS/CE
Data Scientist,"Santa Clara Valley (Cupertino), California, United States","2+ years of experience doing complex forecasting and data analysis
Strong statistical background and experience with time series modeling (e.g. ARIMA, exponential smoothing, time series regression methods etc.)
Experienced R programmer also proficient in other languages important to the ETL data pipeline (e.g. SQL)
Experience with data visualization packages (e.g. ggplot2, plotly
Excellent collaborator with strong written and verbal communication skills
Comfortable working in a loosely structured organization and advancing multiple projects at once on a tight schedule
Ability to share results with a non technical audience
Experience building and maintaining R packages
Innate curiosity
Experience with bayesian time series modeling and Stan (or Stan interfaces e.g. brms, rstanarm, rstan) is a plus but not required
Experience building interactive dashboards and apps (e.g. Shiny) is a plus but not required
A passion for statistics, forecasting, and R is also a plus but also not required",,"As members of the Services Forecast & Efficiency data science team, we work with various engineering teams to understand current and future infrastructure demand (storage, network, CPU, etc.). We need to be persistent and flexible in extracting data from various sources, cleaning and curating these data, and then clearly and concisely summarizing any insights.

In this role you will build models to forecast the financial impact of new hardware and software releases across different scenarios and develop internal visualization and modeling tools to facilitate data-driven decisions. You should be comfortable communicating results and other analytical findings to business partners.","Minimum Bachelor’s degree in Statistics, Mathematics, Economics, or other quantitative disciplines. Masters or PhD preferred"
"Sr. Server Side Engineer, News - Infrastructure","Santa Clara Valley (Cupertino), California, United States","5+ years of industry experience
5+ years experience developing in Java
Experience building scalable backend services on elastic distributed systems
Proficiency with scalable technologies such as Cassandra, SolrCloud, and Kafka
Experience building stable and scalable server-side systems using distributed processing algorithms
Experience building high performance multi-threaded server side systems using Java
Aptitude to independently learn new technologies
Excellent oral and written English communication skills",,"Apple's News team is seeking a high-energy and self-driven Server Side Software Engineer who will play a central role in the delivery of scalable services. As a member of our dynamic group, you’ll have the rare and rewarding opportunity to craft upcoming products that will delight and inspire millions of Apple’s customers every day. 

Responsibilities
• Design, develop and deploy systems and algorithms that process data in real time
• Design and build stable and scalable production systems
• Design and develop services using technologies such as Mesos, Cassandra, SolrCloud, and Kafka
• Collaborate with engineering and operations teams to deliver scalable, robust, and high-performance systems",BS in Computer Science or Equivalent
Site Reliability Engineer,"Santa Clara Valley (Cupertino), California, United States","Possess strong analytical skills
Experience with web application servers such as JBoss/Tomcat in Unix/Linux environment
Deep understanding of various configuration/settings for web applications
Deep understanding of databases technologies such as Oracle/MySQL and Cassandra
DevOps background, security practices for DevOps desired
Infrastructure knowledge: security, network firewall, load balancer etc
Understanding of security concepts such as PKI is a plus
Proficient in Unix/Linux environment.
Familiarity with scripting such as bash/perl/python
Experience in application log parsing, splunk or any other dashboard technology
Knowledge of Java desired but not required
Passionate and ambitious Excellent verbal/written communication skills
Willingness to take a lead for the project to work with others to get the job done Good project management techniques
Ability to work in multi-functional teams within organization","Passionate and self-motivated
Excellent verbal/written communication skills
Willingness to take a lead for the project to work with others to get the job done
Good project management techniques
Ability to work in multi-functional teams within organization","Providing support for application issues, as well as various operational tasks such as management and deployment of the application. 

You will work closely with dev team to gain in-depth knowledge to learn about how each application works in terms of business logic, security aspects, deployment environments and the relevant software processes involved. 

We are looking for a self-starter with a knack for debugging complex issues. 

There are opportunities to do programming to help automate application setup/config, monitor, deployment and sanity testing. 

There may be occasional travels required to provide on-site support and perform deployment tasks.
Dynamic, smart people and inspiring, innovative technologies are the norm here.","BS in Computer Science or engineering, MS preferred
2+ years of experience in a development or operational role. "
Xcode & Swift Package Manager Engineer,"Santa Clara Valley (Cupertino), California, United States","Strong technical and interpersonal leadership
Able to apply insights from other package managers and build systems
Must have courage to try new ideas and progress the state of the art
Open-minded, consensus-building attitude
Can successfully collaborate with Apple engineers and the Swift community
Forward-looking, user-focused decision-making
Will have high productivity writing clear and maintainable Swift code
Commitment to consistently advance testing practices & quality initiatives","If possible, please provide an example of your work, such as a personal project or open source contribution.","As engineers on the Xcode team we use our own developer tools every day. Our team has a wide range of backgrounds and experience, but a shared passion for making better tools for developers. We'll support your continued growth, and you'll get to work with the engineers who create Apple's technology, from languages and compilers to debuggers and design tools to the operating systems and apps that power our products. On our team you'll reimagine what developer tools can do.

Your focus will be on developing core build technologies for Xcode and the Swift Package Manager. The Swift Package Manager is an innovative tool for easily creating, sharing, and managing dependencies on libraries and tools in the Swift ecosystem. We will work together to reinvent the experience of sharing code for Apple's entire developer community. And you will have the opportunity to inspire changes across our developer tools, with a particular focus on the ease of creating and configuring software.

You'll be most successful here as a driven and self-motivated engineer who thrives in a supportive, respectful, and balanced work environment with interesting and challenging problems to tackle. You have excellent judgement and integrity with the ability to make timely and sound decisions. You'll do your best work as you collaborate with your team to design and architect software, dive deep into the analysis of difficult engineering problems, write code with quality that you can be proud of, and realize your passion to have a positive impact on developers' lives.",BS in Computer Science or equivalent experience.
Wireless Communication System Engineer,"Santa Clara Valley (Cupertino), California, United States","Deep understanding of Mobile product platforms, wireless transceiver architectures and tradeoffs, RF/Analog and digital design, analog and digital signal processing and communication systems
8-10 years of experience in communication/RF Arch./signal processing
Deep understanding of HW/SW partitioning in wireless SoCs, handling of real-time processes, integration with other system SW layers and interfacing to Application Processors
System level understanding - ability to comprehend and contribute to multi-disciplinary process employing HW, signal processing and SW
Experience in one or more of the following: WiFi, Bluetooth, Cellular, GPS, or similar wireless technologies
Deep understanding of Rx and Tx RF chains
Knowledge and experience in digital signal processing
Leadership role in driving new technology across an organization, from concept into a product
Familiarity with lab test equipment, preferably RF oriented
Strong strategic and analytical skills
Willingness and ability to travel internationally",,"This role requires an extensive knowledge of Communication techniques:
Modulation schemes
Transmission properties and impairments
Reception methods and the artifacts that can impact them
Power supply induced noise and mitigation strategies

In addition, System level multi-disciplinary understanding is required:
Understanding of FW/HW partitioning
Ability to communicate with Silicon Design as well as SW/FW design
Ability to perform hands-on RF lab work
Identify performance bottlenecks and design experiments to root cause issues 
Hands-on experience coding and simulating system performance
Knowledge of schematics capture and layout- analyze and debug issues at a sub-module level","Ph.D. or MSEE with focus on Dig. Comm’s & Signal Proc., or equivalent"
Secured Logistics Team Member,"Santa Clara Valley (Cupertino), California, United States","3+ years’ experience working in a mail facility, warehouse or similar experience.
Possess material handling skills, including ability to use motorized and manual equipment such as forklifts, pallet jacks, and hand trucks.
Requires a valid driver license and be at least 25 years of age to follow fleet insurance requirements in order to drive box trucks.
Strong computer skills, including proficiency with the following: Scheduling or calendar software, Logistics tracking software, Experience with BearTracks is a plus, Database software, Experience with FileMaker Pro is a plus, Numbers or Excel, and Pages or Word.
Able to perform the following types of physical activities: Lift up to 50 pounds, Push/pull to move equipment, Bend/stoop/squat/kneel, and Reach above shoulders.
Desired background and experience working in a warehouse or loading dock environment, with exposure to varied weather conditions.
Behaves with a sense of urgency every single day. Remains engaged and bought in on the mission and goals of the department.
Adopts and promotes Apple’s values and policies.
Exceptional customer service and communication skills.
Effective organizational, interpersonal and time management skills.
Problem solver who digs into the details to make positive contributions. Works collaboratively across all levels and has a sense of curiosity.
Works well under pressure in an ever-changing dynamic environment and maintains self-composure and integrity. Exercises good judgement. Able to work cross functionally and handle ambiguity.
Resourceful and adaptable to changing needs.",,"• Unloads/loads freight deliveries, palletizes outgoing freights, tracks information into BearTracks or other databases, and sorts/stages deliveries.
• Drives a delivery route and delivers freight and materials to various locations in the Santa Clara Valley.
• Proactively and effectively communicates with staff and customers. Quickly responds to emails, texts and phone calls in order to provide a high standard of service to customers and colleagues.
• Acts as a great teammate. Remains open to performing in all Shipping, Receiving & Mail Services roles and learning new skills. 
• Remains flexible and prepared for changes to the schedule, including working early mornings, evenings or weekends.
• Maintains a clean and safe work area.",High school diploma or equivalent.
Siri Language Engineer (Cloud Services Localization) - Malaysian,"Santa Clara Valley (Cupertino), California, United States","Strong preference for some focus or experience in classification, information retrieval, natural language processing, machine learning or related sub-fields
Native speaker fluency in Malay.
Work with minimal supervision, proactive and self-motivated for timely delivery of quality code.
Demonstrated creative and critical thinking capabilities and troubleshooting skills.
Engineering experience and interest in diverse technical areas.
Clear and compelling communication skills.
User driven focus.
Interest in embedded applications.","Preferred Experience/Skills:
* Native speaker fluency in one or more commercially important natural languages
* Proven track record in delivering product-quality code.
* Familiar with Java, perl and shell scripting
* iOS or Mac OS X development skills","You will be responsible for the international engineering of Siri, and be required to interact with several world class teams of experts at Apple. From speech recognition to natural language processing, machine learning, big data consumption all the way to speech synthesis, you will be involved and challenged to bring innovative solutions to complex engineering issues, with an international flavor. Knowing your local market is key.

We are looking for a demonstrated ability to be creative, take ownership of a project, superior technical expertise, and a knack for solving problems that stump most engineers. Having worked on shipping products and being familiar with the rush to the finish line is highly desired. 

This is an opportunity to durably shape the future of human - computer interaction, and walk the bleeding edge of a nascent field. 

Specific responsibilities will include:
* Developing natural language processing code specific to your language
* Provide input and suggestions towards innovating new approaches and new product features tailored to your home market
* Coming up with clever solutions to complex issues
* Automating and integrating workflow from diverse systems.
* Daily interaction with other teams at Apple working towards the same goal. ","* B.S/MSc in Computer Science, Electrical Engineering, or related fields"
Automation Engineer,"Santa Clara Valley (Cupertino), California, United States","Python or equivalent system scripting languages
Thorough knowledge of macOS and Windows operating systems
Experience with automation on Mac/Windows/iOS or equivalent systems
Experience in Selenium, Javascript,, Ruby, and shell scripting is a plus",,"Must be able to work independently and should be proactive 
Good understanding of Automation methodologies & practices 
Ability to investigate and triage difficult problems 
Comfortable and adaptable in a fast-paced and informal environment 
Must be detail oriented",BS in Computer Science or equivalent experience
ARKit iOS Application Engineer,"Santa Clara Valley (Cupertino), California, United States","3+ years of software development experience.
Excellent Objective-C and/or Swift coding ability.
Experience with iOS development and iOS SDK.
Experience with 3D computer graphics & rendering.
Familiarity with 3D math and linear algebra.
Proven debugging and performance testing skills.
Ability to write clean, well factored UI code.
Passion for quality and attention to detail.","- Interest or proficiency in UI/UX design.
- Experience with SceneKit, SpriteKit or similar graphics related technologies.
- Experience with macOS development and macOS SDK.
Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.","The ideal engineer is comfortable working in a dynamic and creative team charged with exploring a rapidly evolving domain. You are a self motivated, excellent problem solver and a fast learner. You have strong technical skills and demonstrated experience in writing commercial grade apps for iOS. You will work with talented engineers in a fast paced, technically demanding environment to deliver new features.",Bachelor’s Degree in Computer Science or equivalent experience.
Siri International Quality Engineer,"Santa Clara Valley (Cupertino), California, United States","Excellent knowledge of software test methodologies and passion for improving quality processes
Experienced in developing test strategies, architecting test frameworks and tools
Proven experience in developing and executing quality plans for complex systems
Strong automation development skills
Creative thinker and strong problem solver
Clear and compelling communication skills
Proficiency in Java, C or C++","Desired (but not required) experience/skills:
* Experience with web services development
* Experience with iOS, macOS development
* Familiarity with additional scripting languages such as Shell, Javascript.
* Experience in areas of Natural Language, and Artificial Intelligence","As a Siri International Quality Engineer, you will be primarily responsible for designing and executing the quality plan needed to help us understand the quality of Siri features and technologies from an international perspective. 

We are passionate about the international user experience and crafting best in class products. That obsession extends to ensuring our quality plans are engineered to be rock solid and user focused. 

Specific responsibilities include:

* Own the development and execution of quality plans across the development phases
* Define test strategies and metrics to qualify Siri’s underlying technologies including NLP, large data and machine learning features
* Define and implement the automation and tooling needed to scale the testing efforts
* Drive the testing across engineering, cross-functional and international quality teams 
* Advocate for the international user experience and relevancy of features for each language/country 

To succeed in this role, you must be a creative problem solver with strong technical skills who thrives in a fast-paced environment, working across teams and organizations. You are passionate about quality engineering, innovative test strategies, and relying heavily on tooling and automation development.","- B.S/MSc in Computer Science, Electrical Engineering, or related fields"
FaceTime Networking Framework Engineer - Comm Apps,"Santa Clara Valley (Cupertino), California, United States","You possess strong software development and design skills.
You have familiarity with client-server driven architecture and network protocols used for real-time communications.
You have strong object-oriented programming skills in at least one language like; Objective-C, C++, Java, or Swift.
You have strong communication, collaboration, and interpersonal skills.
You are self-directed and can solve problems independently.",,"Please join us in strengthening the Apple ecosystem and bringing users together with innovative communications technologies. The Communication Applications team is a passionate collection of engineers who are looking for a highly motivated engineer with aspirations to build powerful products that change our customers lives, cultivate learning, and lead cross-functional efforts to success. This team’s products are deeply important to Apple users and our success depends on partnership, technical leadership, and diverse experiences!",BS in Computer Science or equivalent
Video Editor,"Santa Clara Valley (Cupertino), California, United States","You have at least five years of experience at an offline editorial house, in-house advertising agency, or in-house commercial production company.
Collaborate and partner closely with finishing team, music supervisors, and creatives from ideation through to final master delivery. Have deep knowledge and experience both creatively and technically in following fields: broadcast, web, theater and event deliverables..
You have a strong background in music and timing;
You are an authority in the discipline of creative editing - the pictorial language and structure of storytelling.
You have experience with supervised sessions with clients.
You have a deep understanding of the post-production pipeline: offline, online & conform, general compositing, screen compositing / replacement, picture clean up, logo & wire removal, rotoscoping, color correction, reflection removal, image stabilization, grain removal/matching, tracking, time/speed morphs, project archiving and mixing.
You have a proven understanding of devices, frame rates, compression schemes, file formats and cameras.
You have an extraordinary sense of taste and an ability to adapt to a variety of visual styles
You will have extraordinary communication and relationship skills, including collaborating cross-functionally both up and down within the organization.
You have energy, drive, passion and enthusiasm to do and be the very best and are a driven leader who approaches things with a sense of urgency
You can provide examples of work that demonstrate creative sensibilities and represent an artistic point of view.
You are able to work unpredictable hours in order to achieve creative success.",,"We are strong creative partners to the copy writer, art direct, producer and director.

We work to build and own effective strategies the address the creative needs for a variety of work including different styles and needs across Marcom.

We have the ability to visualize the creative team’s vision in the early concepting stage and continual ideation with the team throughout the edit.

We have an expertise in the Software: FCPX, After Effects, Compressor, Photoshop

We act as a champion of Apple brand standards in all aspects of creative work.",Bachelor's Degree is recommended
Experience Prototyping Manager,"Santa Clara Valley (Cupertino), California, United States","Expert in rapidly prototyping and evaluating UI/UX designs
Proficient in one or more of the following languages: C/C++, Objective-C, Swift
Comfortable working within the Unity framework
Proven track record leading teams to design, develop, and ship applications to consumers
Experienced collaborating with other disciplines including design, art, and quality assurance
Fundamental knowledge of software engineering technologies, methodologies and practices","Experience developing applications for Apple products (e.g., macOS, iOS, tvOS or watchOS)
Experience developing AR/VR applications
Familiarity with ARKit","The ideal person for this role still loves to tinker and code but also knows how to increase their impact by guiding the efforts of a team. We're breaking new ground every day, so you'll need to be undeterred by uncertain requirements and shifting dependencies. You'll be leading a dynamic and creative team charged with exploring an uncharted and rapidly evolving domain. You will be researching and developing an entirely new application paradigm - a challenge that will demand rapid experimentation and prototyping without sacrificing quality or attention to detail. Along the way, you'll also help us build a passionate and diverse team that will span a broad range of application categories.",BS / MS / PhD in Computer Science OR equivalent degree OR equivalent experience
Java Engineer - iCloud,"Bengaluru, Karnataka, India","7+ years of experience in software development.
Experience in development of Java server applications in a Unix environment
Core Java knowledge is must.
Knowledge of open source frameworks like Spring.
Knowledge of Oracle programming is required.
Knowledge of NoSQL database like Cassandra will be an added plus.
Knowledge of HTML, Javascript and JQuery will be an added plus.",,This is a hands-on role for developing and supporting new and existing features. This role requires working closely with multi-functional teams to effectively oversee the complex interdependencies inherent in this role. ,"B.S. in Computer Science with 6+ years experience

M.S. in Computer Science with 4+ years experience

Ph.D. in CS, industry experience a plus"
Video Algorithm Engineer,"Santa Clara Valley (Cupertino), California, United States","Expert knowledge of the principles, algorithms, and techniques in video and image processing, or machine learning, or computer vision technology
Knowledge and experience in video compression standards, such as H.264, HEVC, AV1, VP9, VVC are a big plus
Familiarity with video processing algorithms such as tone mapping, scaling, noise reduction etc would be a good plus
Expert knowledge in digital signal processing and information theory would be a bonus
Excellent software design, problem solving, and debugging skills
Solid programming skills and C/C++ coding abilities
Understanding of hardware-based techniques and able to forge ideas that will work in a hardware implementation would be a plus
Good written and oral communication skills",,"In this role you will work as an individual contributor in a small and dynamic team, developing video compression and processing algorithms for current and future Apple products. This position requires a highly self-directed individual with strong creative and analytic skills and passion for video processing and compression technologies. Your responsibilities include, but not limited to:

1. Invent and implement new video compression/processing algorithms that work well with existing hardware.

2. Work with other hardware/software architects to define and implement media features and algorithms for future products.

3. Spearhead R&D in learning-based and other upcoming new media technologies.",MS/PhD in Computer Science or Electrical Engineering
Siri - Machine Learning Scientist,"Seattle, Washington, United States","Strong programming and software engineering skills (Java, C++, Scala, Python or equivalent) Expertise in various facets of machine learning and natural language processing, such as classification, feature engineering, information extraction, structured prediction, clustering, semi-supervised learning, topic modeling and ranking Prior experience with applying Big Data (MapReduce, Hadoop, Hive and/or Pig, Spark) tools to large quantities of textual data is a plus Hardworking, self-starter, shown ability to run multiple projects to strict deadlines. Excellent interpersonal skills and ability to get along with all levels of engineers","Natural Language and Machine Learning experience is a plus Bilingual or multilingual preferred. Japanese, Mandarin, English, Etc…",The goal of the Siri Machine Learning & Natural Language team is to take Siri to the next level of intelligence and accuracy using advanced statistical techniques. We work on a wide spectrum of approaches to improving Siri. You would work on core machine learning algorithms and models that are part of Siri’s ability to understand and respond to requests. You would also work on building scalable distributed systems to deliver these models to Siri’s users. You should be passionate about building extraordinary products. This position involves a wide variety of skills and innovation. This is a rare opportunity that sits at the state of the art of machine learning and software.,Bachelor's in Computer Science or equivalent Masters or PhD preferred
